1.462937795734283597e+01,1.251857307367776251e+01,2.227221577613277859e+01,1.953428018567783297e+01,3.425727113587786921e+00,7.099116035794476032e-01,3.385733040405855121e+01,1.348505965288811836e+01,1.520512386205157718e+01,1.293083691680519820e+01,1.562537015004124363e+01,1.422619406259688901e+01,2.740246908400775538e+01,2.825600094813520968e+01,1.700447330978351701e+01,1.127505845795138484e+01,9.385837885646662215e+00,8.898305980809901428e+00,3.066747946673610414e+01,2.484962291080081087e+01,1.535551308673685078e+01,8.090266476711132526e+00,1.708532675420205749e+01,2.573700104168532476e+01
4.277143740736067734e+00,6.861619195715817021e+00,1.139852229810301409e+01,1.022544883553950967e+01,1.301505458476632376e-02,3.698304206743121547e+00,7.874274053148543118e+00,4.258087199872125694e+00,5.866248264566109150e+00,5.997311674476648591e+00,8.116468134314187566e+00,4.329233091170229919e+00,2.619376503854025540e+00,5.648534997129098123e+00,1.974954269956209174e+01,2.561546042392902933e+01,7.759298780593783640e+00,4.805152120212746958e+00,3.768791073608435682e-01,4.581625498725560242e+00,9.075291848746022794e+00,3.526352713915799519e+00,4.829212824913900803e+00,2.561227125803520188e-01
2.359904902937825621e+00,5.758507653426466533e+00,1.234744907986648599e+00,1.791739938449697922e-01,3.399454915049135106e+00,1.112913144726444425e+00,4.767762534173357047e-01,6.250249643830311896e+00,8.642263539475141698e+00,9.033273201367668648e+00,5.974622512569048638e+00,4.398080466091768059e+00,6.017004882354657802e+00,1.046588249322406305e+01,5.513771004165362477e+00,1.065653993310411218e+00,3.225871999346673902e-01,6.883352445276559095e+00,1.237720775921785865e+00,1.432820582138311982e+00,2.725146525853855639e+00,7.030546636637342139e+00,5.047325550338331190e+00,3.395725502040281008e+00
1.623788412322542385e+01,6.942575899651534321e+00,1.986561811144363077e+01,1.743901157489753473e+01,2.483000264789992695e+00,1.182539732559548140e+00,2.807279974120817201e+01,1.080801133809856829e+01,1.558399511485805888e+01,1.089724255352620652e+01,1.439559842387495436e+01,1.121597814744817256e+01,2.444890878654234001e+01,2.887035168020961606e+01,8.530105645511927293e+00,8.772849608102507801e+00,6.320942801915428788e+00,1.052596990688270751e+01,2.953029901987398631e+01,2.158229838486725782e+01,1.151757368453034225e+01,8.213049309405025866e+00,1.843011846499410566e+01,2.178120855541413192e+01
1.256568056072011785e+01,7.853889442894919526e+00,2.076376851868830542e+01,1.701118009113855223e+01,3.903402354525004281e+00,2.829657922467252895e+00,3.254023597412591329e+01,1.328812634667362857e+01,1.847601907963607459e+01,1.316893472478196969e+01,1.777684176118312109e+01,1.468107947793876811e+01,2.492128882396823997e+01,2.594592292720168203e+01,1.615696649266894269e+01,1.405140644023178886e+01,6.293211864233619224e+00,1.173287883197048664e+01,3.093553963933669593e+01,2.103560790517874679e+01,1.083182238659856900e+01,8.166560985992026289e+00,2.143183112769284548e+01,2.417835470210717475e+01
1.018803322945928969e+01,4.009120963110218150e-01,2.547620033976036424e+01,2.378434960675843968e+01,2.333924584757625542e+00,4.743974143128258270e+00,3.479875147170186267e+01,1.159213544369385041e+01,1.827723847371648347e+01,1.056642336083822897e+01,1.791241445547714051e+01,1.714395263409884151e+01,2.814005572589957538e+01,3.263226680419234782e+01,3.065727987002355448e+01,3.116681900653263426e+01,1.372404466572728055e+01,1.568629054991890825e+01,4.231234553784126007e+01,3.281148229974675701e+01,2.180145606548103387e+01,1.454803922033746844e+01,2.519037098697013732e+01,2.883307473479131033e+01
1.457278368461138740e+01,3.087546314537739645e-01,2.128242297000242544e+01,2.212687331472397290e+01,4.150695635959602003e-01,3.920718158526850239e+00,2.450482475334839094e+01,1.089831473810872886e+01,1.224566542797881041e+01,9.966339113026824847e+00,1.404784621855432292e+01,1.381093263882001487e+01,2.437842768694078899e+01,2.216980473352424141e+01,1.991998047898735180e+01,1.771043548175280335e+01,1.061275126380612122e+01,1.476219794501865223e+01,3.155900748908784692e+01,2.706197035647433324e+01,1.646509505572812060e+01,1.367316285069536796e+01,2.343928947472423729e+01,2.411734978720662070e+01
5.237209078424882591e-01,4.426038624012814005e+00,3.209737077486195300e+00,4.545319760038938561e+00,1.272223232158334438e+00,6.682700753166117558e-01,7.532500411507324856e+00,5.203698150514195930e+00,1.373466706572089002e+01,1.257972521035915037e+01,6.461786854367793431e+00,8.537598001735469566e+00,1.536412534278390973e+00,4.005484895083663233e+00,9.689583912318036063e-01,6.548546741407255123e-01,2.439041011551574378e+00,3.679518268802913994e+00,3.601309513904493720e-01,4.112445838907009765e+00,1.629924612914898763e+00,1.694094938392040950e+00,1.247207844606879945e+00,5.703859427029501772e-01
1.073114464363626785e+00,2.916273664887601313e+00,7.644816986488007782e-01,2.629685186242512795e+00,4.139138122201267755e+00,3.776456648069047989e-02,6.108268554641477444e+00,2.178806919417835175e+01,4.399229300963855005e-01,1.392432369236325940e+01,1.555264905390956898e+01,9.683774597768735504e+00,1.211016611732961712e+00,5.619221681301557858e+00,1.370727583257836057e+00,4.535170869724574949e+00,6.195143770478580336e+00,6.001474014066257467e+00,4.621228427835775143e+00,6.112943633100245577e+00,7.364062828353262757e-01,2.674743525060600646e+00,9.927424524318266830e-01,2.154834067119731689e+00
2.537684385530708742e+00,1.263084220933954338e-01,1.948079603067582255e+01,1.598814156208795723e+01,8.309037244946519962e+00,2.188145274634414328e+00,2.275568307418073033e+01,5.542177618045464271e+00,4.988115923070382429e+00,8.767752936933160157e+00,5.875364869168556936e+00,5.907450488575925363e+00,1.249536994710115323e+01,1.999553466493235021e+01,1.738670274024830675e+01,2.340093958051767586e+01,8.648929458276807480e+00,1.157439515895469384e+01,1.094726262565963459e+01,9.015728242509707613e+00,1.224626760920086888e+01,1.439982253208809659e+01,1.190703531567335105e+01,9.332955014174148189e+00
