1.543306037380826190e+01,9.562597548050154828e+00,2.372097384453261171e+01,2.059606783848963474e+01,6.099304490613498331e+00,2.889130070008904205e+00,3.047655108979530425e+01,1.160766054011853754e+01,1.096952989844789350e+01,1.312529875622537823e+01,1.511570490687596369e+01,1.270781760798115201e+01,2.132545356867176523e+01,2.850758364423530011e+01,1.633688343324778813e+01,1.133908116991609916e+01,1.676818044597833790e+01,8.076468784377929921e+00,2.541079977836169590e+01,1.962825692794390164e+01,1.554957857208809635e+01,1.141874220153470532e+01,2.261658392023495878e+01,1.681836948977720780e+01
4.418118684021002274e+00,1.060722001011621352e+01,1.242947932767243557e+01,1.388053397518760157e+01,1.536453943663704358e+00,4.078200475464099917e+00,6.061301545052723228e+00,1.784750092358230678e+00,5.436447215006015909e+00,6.728444844400798708e+00,9.671872985150026025e+00,4.480871532081043718e+00,5.089291684504375635e-01,2.018206412153581653e+00,1.843143236823516773e+01,2.623707333757413451e+01,5.297453153398611114e+00,6.590461541907091991e+00,5.244882822554921553e+00,6.511513463156832771e-01,5.781409126862987691e+00,1.034978774901437637e+00,5.002596181347835902e+00,2.473944194771488192e+00
2.159446614211260940e+00,3.562527305416741008e+00,5.828327037717215831e-01,7.525302647986928939e-01,3.313926712308370881e+00,1.688617343271674898e+00,1.737448231238201801e+00,6.756618058246421477e+00,6.545045556386622998e+00,8.182501540459659495e+00,4.345590140858256234e+00,4.292012400133281780e+00,4.416867212001844401e+00,8.694442706401234844e+00,6.653644803803132390e+00,3.792197837007202033e+00,1.932180905448854236e-01,8.481842010069344795e+00,1.484931792319170940e+00,3.074535025290756618e-01,5.843747722951149193e+00,6.620219630861382321e+00,3.229028085455012853e+00,3.014269652927160870e+00
1.589062466692328712e+01,7.022435557921989258e+00,2.227221150456357535e+01,1.816100456873797242e+01,3.959185458661850010e+00,9.467621112175841902e-02,2.692185012900185015e+01,1.106753546654809561e+01,1.367055910760943682e+01,1.029382366731105947e+01,1.232438440341087649e+01,9.660175553386450176e+00,2.288456387696600558e+01,2.598239615432015270e+01,8.543375726290271643e+00,7.992082615977083471e+00,1.333957026219000497e+01,7.200532213030450990e+00,2.169559542896078241e+01,1.741872954182335320e+01,1.247808032589210292e+01,1.023280975959766437e+01,2.348330722419940031e+01,1.316096815851555490e+01
1.195969970543180416e+01,6.048950379228528185e+00,1.924843057978030814e+01,1.762612484965700332e+01,3.048113197576618472e+00,2.420193210220366875e-01,3.221014431201253103e+01,1.436825972210708890e+01,1.595063135601856352e+01,1.271013329463220387e+01,1.661216576262319933e+01,1.390642346766174597e+01,2.292897008932638059e+01,2.474938474442128822e+01,1.490537643859793704e+01,1.167507305485869651e+01,1.405131903590183740e+01,8.469331566578066628e+00,2.320059042621383583e+01,1.929879269631341288e+01,1.362028167541113000e+01,9.748729737623593294e+00,2.602789447709396953e+01,1.208622117569889021e+01
1.034200655014143067e+01,1.108777035589145976e+00,2.953821516506037170e+01,2.336759761181924944e+01,1.867197311253613767e+00,4.968689631757966296e+00,3.491062637015487979e+01,1.275107104482566456e+01,1.539515976683366105e+01,1.003708679899617451e+01,1.422969846628347845e+01,1.613826470064665841e+01,2.610373514099493875e+01,3.261087699897143466e+01,2.924446356269291769e+01,2.821207197210645035e+01,2.100193550509417761e+01,1.291258982819009660e+01,4.020725205023661886e+01,2.563741762771039134e+01,2.318950075911486763e+01,1.423011170823613192e+01,3.106118862367152644e+01,2.146297681363437704e+01
1.511189202075595617e+01,3.481693362579721951e-01,2.357614283929900267e+01,2.363274513326134851e+01,9.827850788815601923e-01,2.682890495856327551e+00,2.586209500498750913e+01,1.138938540079590744e+01,1.101200486188192862e+01,8.772601472343373175e+00,1.266413248988248164e+01,1.122044591627712329e+01,2.349406413550383022e+01,2.443602918998633200e+01,1.780403097792351019e+01,1.690127357176005063e+01,1.604665723482235506e+01,1.065755155236935181e+01,2.959318201852194719e+01,1.877910860756480815e+01,1.706914133251584431e+01,1.770804600892362402e+01,2.595064753595970330e+01,1.777494805848005655e+01
2.378427707773412614e+00,3.303028598431064999e+00,5.757627376240441741e+00,5.960978104314082593e+00,3.225636807051836641e+00,1.506780881914117076e+00,7.431994061967214904e+00,8.152501809059765847e+00,2.106956907135466039e+01,1.270529934575243658e+01,9.490951225468585051e+00,1.009902023307305541e+01,3.042404770406036629e+00,2.483238548885108532e+00,3.010905669228072790e-01,9.186056743021973892e-02,2.356395662667028379e+00,1.563496707978341949e+00,1.649134695879090451e+00,3.890523542906728083e-01,1.161160539816716408e+00,6.186060283077458033e-01,2.405150214939933750e+00,1.293379048793335206e+00
1.969443341336943654e+00,7.907381492835234837e-01,2.096340117910673317e+00,2.518062370813314299e+00,2.365177661250945640e+00,1.114860470237151846e+00,2.696110514107546763e+00,2.463164177762012486e+01,1.390977128540934471e+00,1.539064224188680896e+01,2.077071440900399679e+01,9.726169577041511971e+00,4.386992433551934467e-01,3.104435364440394807e+00,2.491854162729716382e+00,2.739603785086909937e+00,5.331107125673267610e+00,4.535632688322758455e+00,4.487236319269571005e+00,2.329979628413353598e+00,4.734725069470705483e-01,4.690165339690624435e+00,3.656949453495876856e+00,2.252219707151858152e+00
3.513517198097377392e+00,1.616183016962980945e+00,1.910505112529614280e+01,1.937853382987476536e+01,9.251942476634500423e+00,2.413885248241862236e+00,2.068876033130536030e+01,4.272443509337554346e+00,6.908473489682116053e+00,7.237785096530407358e+00,8.527806491657258903e+00,6.353563760403698524e+00,1.409827761665949275e+01,2.097981057054024134e+01,1.935495026092689841e+01,2.582050257882532662e+01,8.730136109034303260e+00,1.223114197838842010e+01,1.052572845329686757e+01,9.716093437214432527e+00,1.556394753989777335e+01,1.211470491617832224e+01,9.270721828051282642e+00,1.125251432150724362e+01
3.132414050901769276e+00,6.356281321137238205e-01,2.046042876480723649e+01,1.867921283811908495e+01,9.562893998044826205e+00,3.182123663564413452e+00,2.325815129402582215e+01,1.185228330836813004e+00,3.736820564268706679e+00,6.280147921174071612e+00,3.916252979567586667e+00,3.675139342140951282e+00,1.673356068482741676e+01,1.852889096927399493e+01,2.039701533497634145e+01,2.271399809583252249e+01,1.132628505216501047e+01,1.232798918051739001e+01,1.340368808999495087e+01,9.704124875662502703e+00,1.540730473637063724e+01,1.195534672365568163e+01,1.045455215065163657e+01,1.259417196711155995e+01
